productCode,prodName,productTypeNo,productTypeName,productGroupName,garmentGroupNo,garmentGroupName,detailDesc
526260,Rachel,252,Sweater,Garment Upper body,1003,Knitwear,"Fitted, long-sleeved top in a soft rib knit."
526708,Terrier TM,255,T-shirt,Garment Upper body,1005,Jersey Fancy,"Wide, cropped jersey T-shirt with a print motif on the front."
526980,Marissa Hoodie,306,Bra,Underwear,1017,"Under-, Nightwear","Long hooded top in velour with embroidered text on the front, long raglan sleeves, a kangaroo pocket and ribbing at the cuffs and hem."
527573,Fred x-mas hood,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Short, wide top in printed sweatshirt fabric with a lined, pointed hood and decorative buttons at the front. Soft, brushed inside."
527601,Shrub LS,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Short velour top with a deep V-neck at the front, small collar that fastens at the back of the neck, an opening at the back and long sleeves."
527687,Celine Cropped shierling jacke,262,Jacket,Garment Upper body,1007,Outdoor,"Imitation suede jacket with a soft faux fur lining and a faux fur collar with a tab and metal buckle. Zip down the front, side pockets and faux fur cuffs."
528028,Merlot dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Short dress in crinkled chiffon with a small frilled collar, short frilled sleeves and frills front and back. The frills have an overlocked edge in a contrasting colour. Smocking at the top of the front and an opening down the back with a button at the back of the neck. Seam at the waist and a flared skirt. Jersey lining."
528697,Solange,254,Top,Garment Upper body,1005,Jersey Fancy,Wide top in cotton jersey with embroidery at the top and short cap sleeves with sewn-in turn-ups.
528931,Jane espandrille,144,Flat shoe,Shoes,1020,Shoes,Imitation leather espadrilles with imitation suede details. Cotton canvas linings and insoles and fluted rubber soles with a braided jute trim.
529008,Hazelnut Push Melbourne,306,Bra,Underwear,1017,"Under-, Nightwear","Lace push-up bra with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
529012,Hazelnut Brazilian Acacia Low,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Lace Brazilian briefs with a low waist, lined gusset, wide sides and half-string back."
529589,Flirty Cia ringpk,79,Ring,Accessories,1019,Accessories,Thin metal rings in various sizes that can be worn on both the upper and lower part of the finger.
529953,Peggy Trouser,272,Trousers,Garment Lower body,1009,Trousers,Treggings with a high waist and concealed elastication.
530677,Cool Kindness choker,77,Necklace,Accessories,1019,Accessories,"Choker of thin metal chain with letter pendants. Adjustable length, 28-36 cm."
530953,Katarina softbra 2pk,306,Bra,Underwear,1017,"Under-, Nightwear","Nursing bras in soft stretch fabric with opening, lined cups with removable inserts and space for nursing pads. Wide elastication under the bust and a hook-and-eye fastening at the back. Seamless."
531284,TP Elliot 2-pack snug SB,297,Pyjama set,Nightwear,1017,"Under-, Nightwear","Pyjamas in soft, printed cotton jersey. Long-sleeved top with ribbing around the neckline and cuffs. Bottoms with an elasticated waist and ribbed hems."
531615,Lassy Linnen LS,252,Sweater,Garment Upper body,1002,Jersey Basic,Long-sleeved top in airy linen jersey.
532123,Bikini silicon push up pads,289,Nipple covers,Underwear,1017,"Under-, Nightwear",Triangular silicone push-up inserts for use in a triangle bikini.
532131,Garment tape,289,Nipple covers,Underwear,1017,"Under-, Nightwear","Transparent fashion tape in pre-cut strips designed to hold garments in place. 6 strips, 3x8 cm."
532138,Bra Extender,291,Bra extender,Underwear,1017,"Under-, Nightwear",Bra strap extenders in different colours. 2.5x7.5 cm.
532205,Kourtney camo cargo,272,Trousers,Garment Lower body,1009,Trousers,"5-pocket trousers in patterned stretch twill with a regular waist with a button, zip fly and slim legs with a zip at the hems."
532275,Madison highwaist 5 pkt,272,Trousers,Garment Lower body,1009,Trousers,"5-pocket, high-waisted trousers in washed stretch twill with a zip fly and button, and slim legs."
532578,Annette,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a soft, loose knit with a V-neck, long raglan sleeves and roll edges at the cuffs and hem. Longer at the back."
532921,Cosy top,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Long-sleeved jumper in a soft, fine knit with a turtle neck."
532954,Small thin hoops,70,Earring,Accessories,1019,Accessories,Thin metal hoop earrings. Diameter 6 cm.
532955,Big hoops,70,Earring,Accessories,1019,Accessories,"Large, thin metal hoop earrings. Diameter 7.5 cm."
533022,2PACK LS body fancy TVP,256,Bodysuit,Garment Upper body,1002,Jersey Basic,Long-sleeved bodysuits in soft organic cotton jersey with press-studs on one shoulder and at the crotch.
533135,Mandy shorts print,274,Shorts,Garment Lower body,1025,Shorts,"Wide shorts in a viscose weave with a regular, elasticated waist, pleats at the front and side pockets."
533230,Mimmi Cardigan,245,Cardigan,Garment Upper body,1003,Knitwear,"V-neck cardigan in a soft rib knit with buttons down the front and dropped shoulders. Long sleeves, patch pockets and slits in the sides. Slightly longer at the back."
533261,5P LS BODY SOLID,256,Bodysuit,Garment Upper body,1002,Jersey Basic,Long-sleeved bodysuits in soft organic cotton jersey with press-studs at the crotch.
533393,Holger,272,Trousers,Garment Lower body,1005,Jersey Fancy,"Running tights in fast-drying, breathable functional fabric with elastication and a concealed drawstring at the waist. Zipped key pocket at one hip, reflective details, and legs with ventilating mesh sections at the back of the knees and a zip at the hems."
533404,Oliver Hood (1),308,Hoodie,Garment Upper body,1007,Outdoor,"Sporty jacket in sturdy jersey with a zip down the front and a mesh-lined hood with an elastic drawstring. Chest pocket with a concealed zip, side pockets, ribbed cuffs and narrow elastication at the hem."
533406,Frank Tech Pant,272,Trousers,Garment Lower body,1007,Outdoor,"Sports joggers in sturdy sweatshirt fabric with an elasticated drawstring waist, taped details and side pockets. Tapered legs with shaping seams at the knees for extra mobility and wide ribbed hems."
533421,Angus Pants,272,Trousers,Garment Lower body,1009,Trousers,"Super skinny jeans in washed stretch denim with with zipped side pockets, back pockets and seams at the back and knees."
533717,Gimlet,262,Jacket,Garment Upper body,1008,Dressed,"Short, straight-cut coat in a textured weave with 3/4-length sleeves, lapels and no buttons. Seam at the waist and on the sleeves and slits in the sides. Unlined."
534052,3p Basic wide jersey terry,73,Hair string,Accessories,1019,Accessories,"Large, rolled hair elastics in elasticated jersey."
534164,NT Alva 2-pack(1),253,Vest top,Garment Upper body,1005,Jersey Fancy,Soft nursing tops in organic cotton jersey with narrow adjustable shoulder straps. Soft integral top with an elasticated hem and functional fastening for easier nursing access.
534181,Femme (1),263,Coat,Garment Upper body,1007,Outdoor,"Fitted coat in a soft, felted wool blend with notch lapels and concealed press-studs down the front. Detachable tie belt at the waist, pockets in the side seams and a single back vent. Lined."
534210,Austin,259,Shirt,Garment Upper body,1010,Blouses,Shirt in a checked cotton weave with buttons down the front and at the cuffs and a rounded hem. Longer at the back.
534268,Blair Witch,265,Dress,Garment Full body,1013,Dresses Ladies,"Dress in crushed velvet with a V-neck and wrapover front. Gathered shoulders, long sleeves and a narrow elasticated seam at the waist. Lined at the top."
534357,Boyfriend LW,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket low-rise jeans in washed denim with hard-worn details, a button fly and slightly wider, tapered legs."
535035,Ultimate parka,262,Jacket,Garment Upper body,1007,Outdoor,"Padded parka with a pile-lined hood with a tab and press-stud at the top. Zip and wind flap with press-studs down the front, handwarmer pockets and flap patch pockets with a concealed press-stud. Elasticated, partially concealed drawstring at the hem. Lined."
535455,Lastday,258,Blouse,Garment Upper body,1010,Blouses,"Blouse in airy, patterned chiffon with an opening and concealed hook and eye at the back of the neck, a seam at the waist with a drawstring that can be pulled to tighten from the sides."
535726,SKINNY LINED 79,272,Trousers,Garment Lower body,1016,Trousers Denim,"Fully lined, 5-pocket, slim-fit jeans in washed stretch denim with an adjustable elasticated waist, zip fly and press-stud and narrow hems. Jersey lining."
535877,Crystal earring pack,70,Earring,Accessories,1019,Accessories,Metal stud earrings in various sizes and designs. Size from 0.2 cm to 0.5 cm.
536139,Alex Jogger (J),296,Pyjama bottom,Nightwear,1017,"Under-, Nightwear",Pyjama bottoms in lightweight fabric with an elasticated drawstring waist and tapered legs with ribbed hems.
536358,Cool Claudia Hoops RT,70,Earring,Accessories,1019,Accessories,Metal hoop earrings. Two different sizes: 4.5 cm and 7.5 cm.
536699,SKINNY LINED 89,272,Trousers,Garment Lower body,1016,Trousers Denim,"Fully lined, 5-pocket, slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly and button, and narrow hems."
537085,Chestnut strap basic,253,Vest top,Garment Upper body,1005,Jersey Fancy,"Sleeveless, V-neck top in soft viscose jersey with narrow shoulder straps, a double layer at the top and slits in the sides of the hem."
537116,Tara turtleneck top,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Fitted, long-sleeved, polo-neck top in soft jersey."
537119,Saida slim,272,Trousers,Garment Lower body,1009,Trousers,"Suit trousers in a light stretch weave with a regular waist and zip fly with a hook-and-eye fastener. Zipped side pockets, fake back pockets and tapered legs."
537346,Ridge,252,Sweater,Garment Upper body,1003,Knitwear,"Oversized jumper in a soft knit with a deep V-neck, long raglan sleeves and ribbing around the neckline, cuffs and hem."
537479,Adriana headband,75,Hat/beanie,Accessories,1019,Accessories,Hairband in soft faux fur with a sewn-in wrapover detail at the front and wide elastic at the back.
537612,JOSSAN Boxy Hood (1),308,Hoodie,Garment Upper body,1002,Jersey Basic,Top in sweatshirt fabric with a hood and long sleeves with ribbed cuffs.
537688,Rachel,252,Sweater,Garment Upper body,1003,Knitwear,Long polo-neck jumper in a soft knit with long raglan sleeves and ribbing at the cuffs and hem.
537732,Dita dress,285,Underdress,Underwear,1017,"Under-, Nightwear","Microfibre slip with narrow, adjustable shoulder straps."
537895,Paco Hairy Sweater,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a fine, fluffy knit with dropped shoulders and ribbing around the neckline, cuffs and hem."
537930,Indo wide pant,272,Trousers,Garment Lower body,1005,Jersey Fancy,"Ankle-length trousers in airy jersey containing glittery threads with an elasticated waist and wide, straight legs."
538283,TOR Sweater,252,Sweater,Garment Upper body,1003,Knitwear,"Wide jumper in a soft, loose rib knit with dropped shoulders, sleeves that end just above the wrist with sewn-in turn-ups, and slits in the sides. Slightly longer at the back."
538438,Conan Belt,67,Belt,Accessories,1019,Accessories,Leather belt with a metal buckle. Width 3 cm.
538699,V-neck strap top,253,Vest top,Garment Upper body,1002,Jersey Basic,Jersey top with a V-neck and narrow shoulder straps.
538813,VIOLET JEANS,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket, high-waisted, ankle-length jeans in washed stretch denim with a zip fly and button. Slim legs with raw-edge hems."
538993,Bones utility trousers HW,272,Trousers,Garment Lower body,1009,Trousers,"High-waisted trousers in woven fabric with a detachable tie belt, pleats and the top and a zip in the side. Zip fly with hook and eye fasteners, side pockets, fake back pockets and wide tapered legs."
539209,Ariel PU Shorts,274,Shorts,Garment Lower body,1025,Shorts,"Short imitation leather shorts with a high waist, zip fly with a button and slits in the sides. Unlined."
539290,Chrissie Sweater,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a soft knit with a motif on the front, gently dropped shoulders and long sleeves."
539291,Neve Off Shoulder,252,Sweater,Garment Upper body,1003,Knitwear,"Off-the-shoulder jumper in a soft, fine knit containing some wool with a wide foldover top, long sleeves and ribbing at the cuffs and hem."
539366,Ari,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Top in sweatshirt fabric with an appliqué on the front, gently dropped shoulders and long sleeves. Ribbing around the neckline, cuffs and hem."
539474,W Waterlily EQ,262,Jacket,Garment Upper body,1001,Unknown,"Short jacket in a crêpe weave with a small frilled collar, and zip and wind flap with concealed press-studs down the front. Narrow elastication and a frill at the cuffs, an inner pocket and an elasticated hem. Lined."
539723,Jade Denim TRS,272,Trousers,Garment Lower body,1009,Trousers,"High-waisted jeans in washed superstretch denim with a zip fly and button, fake front pockets, real back pockets and super-skinny legs."
539844,Borg WL sneaker,94,Sneakers,Shoes,1020,Shoes,
540269,Cindy Shiny Trousers,272,Trousers,Garment Lower body,1009,Trousers,"Trousers in stretch jersey with a glossy finish. High waist, zip fly and button, back pockets and slim legs."
540277,Kylie Shorts,296,Pyjama bottom,Nightwear,1017,"Under-, Nightwear",Short shorts in soft jersey with an elasticated drawstring waist.
540701,Bella Biker Leggings,273,Leggings/Tights,Garment Lower body,1009,Trousers,Jersey leggings with an elasticated waist and pin-tucks on the legs.
541313,Skirt Midi Reworked,275,Skirt,Garment Lower body,1016,Trousers Denim,"5-pocket, knee-length skirt in washed denim with worn details, a button fly and raw-edge hem."
541491,Ronny R-neck,255,T-shirt,Garment Upper body,1002,Jersey Basic,Round-necked jersey T-shirt in a cotton blend.
541512,Rae Padded Softbra 2p,306,Bra,Underwear,1017,"Under-, Nightwear","Soft, non-wired lace bras in lace with mesh-lined cups with removable inserts. Narrow adjustable shoulder straps, elastication under the bust and a wide lace hem. No fasteners."
541518,Rae Push (Melbourne) 2p,306,Bra,Underwear,1017,"Under-, Nightwear","Lace push-up bras with underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
541519,Rae Lace Thong (Magnolia 3p,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Thong briefs in lace with a low waist, lined gusset, narrow sides and string back."
541706,Roll Up Tee,255,T-shirt,Garment Upper body,1002,Jersey Basic,Round-necked T-shirt in slub cotton jersey with a chest pocket and short sleeves with sewn-in turn-ups.
541746,Elyse,254,Top,Garment Upper body,1010,Blouses,"Blouse in woven fabric with ties at the back of the neck, stand-up collar and concealed zip at the back. Long sleeves with buttoned cuffs and a seam at the waist and flare to the hem with slits in the sides."
541848,Coyote Leggings,273,Leggings/Tights,Garment Lower body,1005,Jersey Fancy,Leggings in sturdy jersey with an elasticated waist and zip down the front of the legs.
542017,APRIL,259,Shirt,Garment Upper body,1010,Blouses,"Long shirt in a soft viscose weave with a collar, buttons down the front and a chest pocket. Long sleeves with buttoned cuffs and a rounded hem with slits in the sides. Slightly longer at the back."
542402,Control Lt 40 den 2p Tights,304,Underwear Tights,Socks & Tights,1021,Socks and Tights,40 denier tights with reinforcement at the top for a light shaping effect on the tummy.
542464,Buckle Up Triangle Top,298,Bikini top,Swimwear,1018,Swimwear,"Triangle bikini top with decorative straps at the hem, lined cups, wide, adjustable shoulder straps and a plastic fastening at the back."
542533,VICTOR 3PK SLIM VN T-SHIRT,255,T-shirt,Garment Upper body,1002,Jersey Basic,V-neck T-shirts in soft jersey.
542695,Julep hood,308,Hoodie,Garment Upper body,1005,Jersey Fancy,Cropped hooded top in sweatshirt fabric with dropped shoulders and ribbing at the cuffs and hem. Soft brushed inside.
542730,Christy Pile Jacket (1),262,Jacket,Garment Upper body,1007,Outdoor,"Jacket in soft pile with a high stand-up collar, concealed zip down the front, side pockets and inner ribbing at the cuffs. Lined."
542982,TP KEVIN sweatpants BB,272,Trousers,Garment Lower body,1002,Jersey Basic,"Joggers in lightweight sweatshirt fabric with an elasticated drawstring waist, side pockets and ribbed hems."
543035,JAKE FLANNEL TRS,296,Pyjama bottom,Nightwear,1017,"Under-, Nightwear","Pyjama bottoms in cotton flannel with an elasticated drawstring waist, fake fly, side pockets and tapered legs."
543054,Danja Sweater,252,Sweater,Garment Upper body,1003,Knitwear,Jumper in a soft rib knit with a turtle neck and long raglan sleeves.
543062,AUSTIN LS HENLEY,254,Top,Garment Upper body,1002,Jersey Basic,"Henley top in sturdy, ribbed cotton jersey with a button placket and long sleeves with ribbed cuffs."
543310,Dionne Dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Short dress in a viscose weave with a visible seam centre back, long sleeves with a zip at the cuffs, and a rounded hem."
543669,Grant Push Melbourne,306,Bra,Underwear,1017,"Under-, Nightwear","Push-up bra in soft, stretch fabric with underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and no fasteners. Medium support. Seamless."
544181,Rufus Elastic,67,Belt,Accessories,1019,Accessories,Braided elasticated fabric belt with imitation leather details and a metal buckle. Width approx. 3.5 cm.
544290,TP BERTIL ss SB 3-p,255,T-shirt,Garment Upper body,1002,Jersey Basic,Round-necked T-shirts in soft organic cotton jersey.
544627,Shake,275,Skirt,Garment Lower body,1012,Skirts,"Short, high-waisted skirt in a textured weave with pleats at the top, a zip at the back and side pockets."
545396,TP JOEL sweatpants SB,272,Trousers,Garment Lower body,1002,Jersey Basic,"Joggers in sweatshirt fabric with an elasticated drawstring waist, side pockets and ribbed hems. Soft brushed inside. The cotton content of the joggers is organic."
545894,River Loafer PQ,89,Other shoe,Shoes,1020,Shoes,"Leather loafers with tassels, a moccasin seam at the front and soft heels that can be folded down. Leather linings and insoles and rubber soles. Heel approx. 2.5 cm."
545929,Thin 30 den Lurex,304,Underwear Tights,Socks & Tights,1021,Socks and Tights,Tights containing glittery threads with an elasticated waist.
546406,Rexona mini skirt,275,Skirt,Garment Lower body,1012,Skirts,Short skirt in a stretch weave with a concealed zip and a slit at the back. Lined.
546565,SKINNY 5 Pkt lined 79,272,Trousers,Garment Lower body,1016,Trousers Denim,"Fully lined, 5-pocket skinny-fit jeans in washed denim with an adjustable elasticated waist and zip fly with a press-stud."
546579,Class Carro earrings RT,70,Earring,Accessories,1019,Accessories,Thin metal hoop earrings. Diameter approx. 4.5 cm.
546684,Tall Small Sarah,66,Bag,Accessories,1019,Accessories,"Bag in sturdy, grained imitation leather with a narrow shoulder strap, zip at the top and inner compartment. Lined. Size approx. 6x15.5x24 cm."
546721,Cayley WL,94,Sneakers,Shoes,1020,Shoes,Boots in imitation leather and imitation suede with lacing. Faux fur linings and insoles and rubber soles. Platform 3 cm.
547300,Harley Sweater,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Long-sleeved top in sweatshirt fabric with quilted details, zips in the sides and ribbing around the neckline, cuffs and hem."
547349,Rose Push Balboa,306,Bra,Underwear,1017,"Under-, Nightwear","Non-wired, push-up lace bra with moulded, padded cups for a larger bust and fuller cleavage. Adjustable, partially lace-covered shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
547365,Fissa Thong Maple Low 2p,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Lace thong briefs with a low waist, lined gusset,wide sides and string back."
547367,Fissa Push Melbourne,306,Bra,Underwear,1017,"Under-, Nightwear","Lace push-up bra with underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back."
547607,Flirty Barbarella sunglasses,81,Sunglasses,Accessories,1019,Accessories,"Sunglasses with metal frames and UV-protective, tinted lenses."
547747,Mimi star coating,272,Trousers,Garment Lower body,1009,Trousers,"5-pocket trousers in patterned stretch twill with a regular waist, zip fly with a button and slim legs."
547752,Slurp long tregging,272,Trousers,Garment Lower body,1009,Trousers,"Treggings in sturdy jersey with a high waist with concealed elastication and slim, extra-long legs with a concealed zip at the hems."
547780,Basic sweatpants,272,Trousers,Garment Lower body,1002,Jersey Basic,"Trousers in soft sweatshirt fabric with an elasticated drawstring waist, side pockets and ribbed hems. Soft brushed inside."
547937,Canterbury text sweater,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a soft, fine knit containing some wool with an intarsia motif on the front and ribbing around the neckline, cuffs and hem."
548110,SKINNY BASIC 79,272,Trousers,Garment Lower body,1016,Trousers Denim,"Slim-fit jeans in washed, superstretch, flexible denim for maximum mobility. Elasticated waist, zip fly and press-stud, fake front pockets and real back pockets."
548388,Marissa,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a soft, rib knit with long raglan sleeves."
548436,SW Milton rashguard,57,Swimsuit,Swimwear,1019,Accessories,Swim shorts and top in UV-protective fabric. Top with long raglan sleeves and a small collar. Shorts with an elasticated drawstring waist and lined front. UPF 50.
548546,Uno Hood 1,308,Hoodie,Garment Upper body,1002,Jersey Basic,"Jacket in sweatshirt fabric with a lined drawstring hood, zip down the front, side pockets and ribbing at the cuffs and hem. Soft brushed inside."
548613,Jordan,255,T-shirt,Garment Upper body,1005,Jersey Fancy,Short-sleeved jersey top with a chest pocket and gently rounded hem. Longer at the back.
548659,Lola trouser,272,Trousers,Garment Lower body,1009,Trousers,High-waisted trousers in washed stretch twill with a concealed zip at one side and slim legs.
548837,Tara bling beanie,75,Hat/beanie,Accessories,1019,Accessories,Double-layered hat in a soft rib knit with sparkly stones and a sewn-in turned-up hem.
548926,Sirpa twist,252,Sweater,Garment Upper body,1003,Knitwear,"Long-sleeved jumper in a soft knit with ribbing around the neckline, cuffs and hem."
549253,Skinny RW denim,272,Trousers,Garment Lower body,1009,Trousers,"5-pocket jeans in superstretch denim with a regular waist, zip fly and button, and skinny legs."
549607,Annie fur,262,Jacket,Garment Upper body,1007,Outdoor,"Jacket in soft faux fur with a collar, concealed hook-and-eye fasteners at the front and side pockets. Lined."
549914,Pia Party,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a fine, airy knit containing glittery threads with a round neck, long sleeves with ribbed cuffs, and slits in the sides."
550004,Small Dot 2p socks,302,Socks,Socks & Tights,1021,Socks and Tights,Socks in spotted mesh with elasticated tops.
550021,Basic Elliot necklace,77,Necklace,Accessories,1019,Accessories,Thin metal chain necklace with a round pendant.
550309,Titti,265,Dress,Garment Full body,1002,Jersey Basic,Straight-cut dress in sturdy jersey with 3/4-length sleeves and front pockets. Unlined.
550833,Brandy bra top,306,Bra,Underwear,1017,"Under-, Nightwear","Soft, non-wired jersey bra with narrow adjustable shoulder straps, an elasticated hem and no fasteners. Lined."
551044,Printed Sweatshirt 19.99,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Top in sweatshirt fabric with a motif in a relaxed fit with long sleeves and ribbing around the neckline, cuffs and hem."
551257,Louisa,254,Top,Garment Upper body,1010,Blouses,Blouse in a cotton weave with pleats at the top and down the sleeves and a visible zip at the back. Short raglan sleeves with wide elastication and a rounded hem. Slightly longer at the back.
551336,Yolo Zip L/S,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a soft, rib knit with a stand-up collar, a visible zip at the front and long sleeves."
551379,+ Spanx Alot Swimsuite,57,Swimsuit,Swimwear,1018,Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and seat. Wrapover top, lightly padded cups, side support, decorative gathers in the sides, and wide adjustable shoulder straps."
551462,Margret Dress W,265,Dress,Garment Full body,1013,Dresses Ladies,"Short dress in a crêpe weave with a concealed zip at the back, 3/4-length sleeves with inset, hemstitched trims at the cuffs, a seam at the waist and gently flared skirt. Unlined."
551790,R-neck Honeycomb,252,Sweater,Garment Upper body,1003,Knitwear,"Jumper in a textured pima cotton knit with long sleeves and ribbing around the neckline, cuffs and hem."
552041,Lourdes Cable Cardigan,245,Cardigan,Garment Upper body,1003,Knitwear,"Cardigan in a soft cable knit with a deep V-neck and buttons down the front. Dropped shoulders, long sleeves and patch front pockets."
552315,Skinny Biker trash 79,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket skinny fit jeans in washed stretch denim with hard-worn details, an adjustable elasticated waist, zip fly with a press-stud, decorative stitching o the legs and decorative seams on the back pockets."
552346,SKINNY BASIC 89,272,Trousers,Garment Lower body,1016,Trousers Denim,"Slim-fit jeans in washed, superstretch, flexible denim for maximum mobility. Adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems."
552370,SKINNY PRICE,272,Trousers,Garment Lower body,1016,Trousers Denim,"Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems."
552471,KELLY S.8,259,Shirt,Garment Upper body,1010,Blouses,Longer shirt in a cotton weave with a collar and buttons down the front and at the cuffs. Yoke with a pleat at the back and a rounded hem.
552473,DENISE S.8,259,Shirt,Garment Upper body,1010,Blouses,"Straight-cut shirt in a soft viscose weave with a collar, buttons down the front, long sleeves with narrow, buttoned cuffs, and a rounded hem."
552716,Suzuki shopper,66,Bag,Accessories,1019,Accessories,"Shopper in grained imitation leather with two handles, a magnetic fastener at the top and one zipped inner compartment. Unlined. Size 33x36x48 cm."
552866,Maria throwon,245,Cardigan,Garment Upper body,1003,Knitwear,"Cardigan in a soft, textured-knit cotton blend with dropped shoulders, long sleeves and concealed pockets in the side seams. No buttons."
553069,Taylor Straw,66,Bag,Accessories,1019,Accessories,"Round handbag in braided paper straw with imitation leather details. Two handles and a zip at the top, a narrow shoulder strap and an inner compartment. Lined. Width 6 cm, diameter 25 cm."
553092,Hunter Super Skinny,264,Blazer,Garment Upper body,1008,Dressed,"Single-breasted jacket in a stretch weave with narrow notch lapels, a chest pocket, welt front pockets and two inner pockets. Two buttons at the front, decorative buttons at the cuffs and a single back vent. Lined. Super skinny fit – a shorter style that shapes in at the chest and tapers sharply at the waist. This combined with narrow shoulders and sleeves creates a completely fitted silhouette."
553392,GLITTER TEE,254,Top,Garment Upper body,1005,Jersey Fancy,Top in jersey with glittery threads and short sleeves.
553611,Rhea pump,90,Pumps,Shoes,1020,Shoes,Court shoes with pointed toes and covered heels. Imitation leather linings and insoles and thermoplastic polyurethane (TPU) soles. Heel 8 cm.
554007,Goldie CSP SPEED,265,Dress,Garment Full body,1013,Dresses Ladies,"Short dress in glittery mesh with narrow, adjustable shoulder straps and a concealed zip in one side. Gathered seam at the waist and a gently bell-shaped skirt with a raw-edge hem."
554011,SB Price Shorts,59,Swimwear bottom,Swimwear,1018,Swimwear,Short swim shorts with an elasticated drawstring waist. Soft mesh inner shorts.
554141,BENNY basic crewneck BB,252,Sweater,Garment Upper body,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric made from an organic cotton blend with ribbing around the neckline, cuffs and hem. Soft brushed inside."
554450,Julia RW Skinny Denim TRS,272,Trousers,Garment Lower body,1009,Trousers,5-pocket jeans in superstretch washed denim with a regular waist and super-skinny legs.
554477,Victoria RW Pull- On TRS,272,Trousers,Garment Lower body,1009,Trousers,"Ankle-length trousers in an airy viscose weave with a regular, elasticated waist, side pockets and slightly wider, tapered legs."
554479,Ozzy Denim Shorts,274,Shorts,Garment Lower body,1025,Shorts,High-waisted shorts in superstretch twill with back pockets and sewn-in turn-ups at the hems.
554538,Dingo tank,253,Vest top,Garment Upper body,1005,Jersey Fancy,Short vest top in cotton jersey with a tie at the hem and raw-edge armholes.
554541,SKINNY SS,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket slim-fit jeans in washed, superstretch, flexible denim for maximum mobility with an adjustable, elasticated waist, zip fly and narrow hems."
554546,SKINNY SS 79,272,Trousers,Garment Lower body,1016,Trousers Denim,"5-pocket slim-fit jeans in washed, superstretch denim for maximum mobility with an adjustable, elasticated waist, zip fly and button, and narrow hems."
554552,WC T-shirts,255,T-shirt,Garment Upper body,1001,Unknown,Short-sleeved football shirt in fast-drying functional fabric with print motifs front and back.
554568,Slim RW zolo,272,Trousers,Garment Lower body,1009,Trousers,"5-pocket jeans in stretch denim with worn details, a regular waist, zip fly and straight legs with raw-edge hems."
554598,Nora T-shirt,255,T-shirt,Garment Upper body,1002,Jersey Basic,"T-shirt in soft jersey with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem."
554640,Skirt Torn,275,Skirt,Garment Lower body,1016,Trousers Denim,"5-pocket skirt in washed denim with hard-worn details, a high waist, zip fly and button, and a frayed, raw-edge hem."
554704,Polka Blazer TW,264,Blazer,Garment Upper body,1007,Outdoor,Long jacket in jersey with narrow notch lapels and front pockets. Unlined.
554757,Winona,245,Cardigan,Garment Upper body,1003,Knitwear,"Knee-length cardigan in a soft, fine knit with long sleeves and no buttons."
554772,Bob V-neck,255,T-shirt,Garment Upper body,1002,Jersey Basic,Fitted top in cotton jersey with a V-neck and short sleeves.
554792,Benny hip belt (1),67,Belt,Accessories,1019,Accessories,Narrow belt in imitation leather with a metal detail at one end and a metal buckle. Width 2.5 cm.
